objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
"263402",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Rockcastle, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"263469",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Schuyler, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"263508",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Trinity, Texas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Texas A&M Bioinformatics Working Group. Texas A&M Bioinformatics Working Group Internet site (http://csdl.tamu.edu/FLORA/output/outputa.html)""",,,,,,Verified,,
"263840",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Johnson, Kansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"264067",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Rappahannock, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
"264704",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Randolph, North Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"265330",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Anderson, Texas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Specimen located at the Herbarium of University of Texas (Austin, TX)""",,,,,,Verified,,
"265352",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Liberty, Florida, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Wunderlin, R.P., and B.F. Hansen. 2002. Atlas of Florida vascular plants ( http://www.plantatlas.usf.edu/). University of South Florida, Tampa""",,,,,,Verified,,
"265434",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Saline, Kansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"265753",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Delaware, New York, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""New York Flora Association. 1990. Preliminary vouchered atlas of New York State flora, ed. 1. New York State Museum Institute, Albany""",,,,,,Verified,,
"265925",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Carroll, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"266184",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Barry, Michigan, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Voss, E.G. 1985. Michigan flora. Cranbrook Institute of Science, Bloomfield Hills""",,,,,,Verified,,
"266306",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Garrard, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"266421",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Lincoln, Oklahoma, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"266750",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Reynolds, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Weber, W.R., and W.T. Corcoran. 1993. Atlas of Missouri vascular plants. Unpublished. Southwest Missouri State University and the Missouri Native Plant Society""",,,,,,Verified,,
"267080",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Alameda, California, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Hrusa, G.F. 2003. Noxious weeds data. Unpublished""",,,,,,Verified,,
"267118",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Johnston, North Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"267860",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Wilson, North Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"267864",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Alexander, North Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"267871",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Harvey, Kansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"267880",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Payne, Oklahoma, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"268151",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Placer, California, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""The CalFlora Database. 2000. CalFlora: Information on California plants for education, research and conservation ( http://www.calflora.org/. (Literature based observation)). The CalFlora Database""",,,,,,Verified,,
"268163",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Dallas, Arkansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Smith, E.B. 1988. An atlas and annotated list of the vascular plants of Arkansas, 2d ed.""",,,,,,Verified,,
"268268",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Norfolk, Massachusetts, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Magee, D. Flora of New England. Unpublished and undated""",,,,,,Verified,,
"268326",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""McHenry, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"268522",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Carter, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"268533",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Madison, Georgia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Jones, S.B., and N. Coile. 1988. The distribution of the vascular flora of Georgia. Herbarium, Department of Botany, Athens""",,,,,,Verified,,
"268628",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Natchitoches, Louisiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Thomas, R.D., and C.M. Allen. 1997. Atlas of the vascular flora of Louisiana, vols. 1-3 (Plus updates). Louisiana Department of Wildlife and Fisheries. Natural Heritage Program, Baton Rouge""",,,,,,Verified,,
"268709",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Onondaga, New York, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""New York Flora Association. 1990. Preliminary vouchered atlas of New York State flora, ed. 1. New York State Museum Institute, Albany""",,,,,,Verified,,
"269217",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Swain, North Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"269282",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Bartow, Georgia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Jones, S.B., and N. Coile. 1988. The distribution of the vascular flora of Georgia. Herbarium, Department of Botany, Athens""",,,,,,Verified,,
"269287",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Scott, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"269422",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Robeson, North Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"269471",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Texas, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"269580",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Berkeley, West Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""West Virginia county level data""",,,,,,Verified,,
"269625",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Cass, Indiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Deam, C.C. 1940. Flora of Indiana. Wm.B. Burford Printing Co., Indianapolis""",,,,,,Verified,,
"269729",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Gentry, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"269794",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Fayette, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"270054",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Polk, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"270098",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Leflore, Mississippi, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Wieland, R.G. 2004. County observation records of Mississippi Vegetation Survey Project (Samples taken 9-1989 to 11-2003, inclusive of collection records and of field surveys by other authors). Mississippi Museum of Natural Science, Department of Wi""",,,,,,Verified,,
"270206",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Clinton, Indiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Deam, C.C. 1940. Flora of Indiana. Wm.B. Burford Printing Co., Indianapolis""",,,,,,Verified,,
"270396",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Upshur, West Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""West Virginia county level data""",,,,,,Verified,,
"270735",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Morrow, Ohio, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Cooperrider, T.S. 1995. The Dicotyledoneae of Ohio. Part 2: Linaceae through Campanulaceae. Ohio State University Press, Columbus""",,,,,,Verified,,
"271276",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Bedford, Pennsylvania, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia""",,,,,,Verified,,
"271449",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Bolivar, Mississippi, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Specimen located at the Herbarium of the University of Mississippi (University, MS)""",,,,,,Verified,,
"272196",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Putnam, Ohio, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Cooperrider, T.S. 1995. The Dicotyledoneae of Ohio. Part 2: Linaceae through Campanulaceae. Ohio State University Press, Columbus""",,,,,,Verified,,
"272221",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Spartanburg, South Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"272417",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Sangamon, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"272452",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Dakota, Minnesota, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""University of Minnesota. 1999. University of Minnesota Herbarium: Vascular plant collection ( http://www.wildflowers.umn.edu/)""",,,,,,Verified,,
"272520",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Middlesex, Massachusetts, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Magee, D. Flora of New England. Unpublished and undated""",,,,,,Verified,,
"272532",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Baxter, Arkansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Smith, E.B. 1988. An atlas and annotated list of the vascular plants of Arkansas, 2d ed.""",,,,,,Verified,,
"272654",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Cook, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"272757",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Alachua, Florida, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Wunderlin, R.P., and B.F. Hansen. 2002. Atlas of Florida vascular plants ( http://www.plantatlas.usf.edu/). University of South Florida, Tampa""",,,,,,Verified,,
"272898",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Walworth, Wisconsin, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""University of Wisconsin. Wisconsin vascular plants ( http://wiscinfo.doit.wisc.edu/herbarium/). Wisconsin State Herbarium: University of Wisconsin - Madison""",,,,,,Verified,,
